Rank,date,primaryTitle,budget,domestic_gross,world_gross
229,"Oct 30, 2013",Thor: The Dark World,"$150,000,000.00","$206,362,140.00","$644,602,516.00"
"2,448","Oct 30, 2013",Blood Ties,"$26,000,000","$42,472","$2,923,959"
"2,041","Oct 30, 2015",Freaks of Nature,"$33,000,000","$70,958","$70,958"
"2,368","Oct 30, 2015",Our Brand is Crisis,"$28,000,000","$7,002,261","$8,594,558"
"3,890","Oct 30, 2015",Dancin' It's On,"$12,000,000",$0,$0
"3,892","Oct 30, 2015",The Dressmaker,"$11,900,000","$2,022,115","$24,374,909"
"4,449","Oct 30, 2015","Don Gato, el inicio de la pandilla","$8,000,000",$0,"$4,604,656"
"3,732","Oct 30, 2020",Rogue City,"$13,000,000",$0,"$8,573"
"3,903","Oct 30, 2020",Wolfwalkers,"$11,250,000",$0,"$3,241,142"
"5,755","Oct 31, 1945",Spellbound,"$1,500,000","$7,000,000","$7,000,000"
"1,825","Oct 31, 1997",Switchback,"$38,000,000","$6,504,442","$6,504,442"
"3,871","Oct 31, 1997",Critical Care,"$12,000,000","$220,175","$220,175"
"6,127","Oct 31, 2000",Mercy Streets,"$600,000","$173,599","$173,599"
"4,717","Oct 31, 2003",Shattered Glass,"$6,000,000","$2,207,975","$3,456,602"
"2,660","Oct 31, 2008",Zack and Miri Make a Porno,"$24,000,000","$31,457,946","$36,856,306"
"4,877","Oct 31, 2008",The Haunting of Molly Hartley,"$5,000,000","$13,442,412","$15,318,257"
"5,488","Oct 31, 2008",The Other End of the Line,"$2,500,000","$115,504","$507,446"
"5,637","Oct 31, 2008",Eden Lake,"$2,000,000","$7,321","$4,294,373"
"5,778","Oct 31, 2008",My Name is Bruce,"$1,500,000","$173,066","$173,066"
"6,346","Oct 31, 2008",Little Big Top,"$240,000","$7,484","$7,484"
"1,196","Oct 31, 2013",Free Birds,"$55,000,000","$55,750,480","$110,387,072"
"2,773","Oct 31, 2014",Before I Go to Sleep,"$22,000,000","$3,242,457","$19,563,579"
"3,628","Oct 31, 2014",Mr. Turner,"$14,000,000","$3,958,546","$25,187,026"
"4,335","Oct 31, 2014",Nightcrawler,"$8,500,000","$32,381,218","$50,334,418"
308,"Oct 31, 2018",The Nutcracker and the Four Realms,"$132,900,000.00","$54,858,851.00","$170,024,300.00"
"1,505","Oct 31, 2019",Doctor Sleep,"$45,000,000","$31,581,712","$71,720,838"
"4,008","Oct 4, 1962",The Longest Day,"$10,000,000","$39,100,000","$50,100,000"
"4,018","Oct 4, 1985",Commando,"$10,000,000","$35,073,978","$35,078,913"
"1,515","Oct 4, 1996",The Glimmer Man,"$45,000,000","$20,404,841","$36,404,841"
"4,137","Oct 4, 1996",Crash,"$10,000,000","$3,357,324","$3,412,380"
"5,030","Oct 4, 1996",Bound,"$4,500,000","$3,802,260","$7,011,317"
"5,464","Oct 4, 1996",That Thing You Do!,"$2,500,000","$25,857,416","$34,557,416"
752,"Oct 4, 2002",Red Dragon,"$78,000,000.00","$92,955,420.00","$206,455,420.00"
"3,601","Oct 4, 2002",Jonah: A VeggieTales Movie,"$14,000,000","$25,571,351","$25,608,779"
"3,868","Oct 4, 2002",Welcome to Collinwood,"$12,000,000","$378,650","$4,606,284"
"5,595","Oct 4, 2006",Shortbus,"$2,000,000","$1,997,497","$1,997,497"
"2,633","Oct 4, 2011",La véritable histoire du Chat Botté,"$25,000,000",$0,"$8,208,594"
"1,446","Oct 4, 2012",Mr. Nobody,"$46,500,000","$3,622","$22,254"
"1,788","Oct 4, 2012",Frankenweenie,"$39,000,000","$35,287,788","$81,150,788"
