date,primaryTitle_x,budget,domestic_gross,world_gross,year,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,primaryName,birthYear
2011-09-16,Drive,"$15,000,000","$35,060,689","$81,357,930",2011,Drive,0,2011,100,"Action,Drama",7.8,719601,Nicolas Winding Refn,1970
2011-09-16,Restless,"$8,000,000","$163,753","$2,772,511",2011,Restless,0,2011,91,"Drama,Romance",6.7,18522,Gus Van Sant,1952
2011-09-16,3,"$7,200,000","$59,774","$295,492",2011,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2016-09-16,Hillsong: Let Hope Rise,"$10,000,000","$2,394,725","$2,678,525",2016,Hillsong: Let Hope Rise,0,2016,103,"Documentary,Family,Music",6.1,923,Michael John Warren,\N
2016-09-16,Mr. Church,"$8,000,000","$685,780","$685,780",2016,Mr. Church,0,2016,104,"Comedy,Drama",7.6,31889,Bruce Beresford,1940
2016-09-16,31,"$1,500,000","$779,820","$922,727",2016,31,0,2016,102,"Horror,Thriller",5.1,23583,Rob Zombie,1965
1920-09-17,Over the Hill to the Poorhouse,"$100,000","$3,000,000","$3,000,000",1920,Over the Hill to the Poorhouse,0,1920,110,"Crime,Drama",5.1,30,Harry F. Millarde,1885
1982-09-17,Inchon,"$46,000,000","$4,408,636","$4,408,636",1982,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
1993-09-17,The Age of Innocence,"$34,000,000","$32,014,993","$32,021,688",1993,The Age of Innocence,0,1993,139,"Drama,Romance",7.2,69380,Martin Scorsese,1942
1999-09-17,For Love of the Game,"$50,000,000","$35,188,640","$46,112,640",1999,For Love of the Game,0,1999,137,"Drama,Romance,Sport",6.6,38187,Sam Raimi,1959
1999-09-17,Blue Streak,"$36,000,000","$68,208,190","$117,448,157",1999,Blue Streak,0,1999,93,"Action,Comedy,Crime",6.4,90263,Les Mayfield,1959
1999-09-17,Breakfast of Champions,"$12,000,000","$178,287","$178,287",1999,Breakfast of Champions,0,1999,110,Comedy,4.5,8309,Alan Rudolph,1943
1999-09-17,Taxman,"$3,500,000","$9,871","$9,871",1999,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
1999-09-17,Sugar Town,"$250,000","$178,095","$178,095",1999,Sugar Town,0,1999,92,"Comedy,Music",6.1,941,Allison Anders,1954
1999-09-17,Sugar Town,"$250,000","$178,095","$178,095",1999,Sugar Town,0,1999,92,"Comedy,Music",6.1,941,Kurt Voss,1963
2004-09-17,Sky Captain and the World of Tomorrow,"$70,000,000.00","$37,760,080.00","$49,730,854.00",2004,Sky Captain and the World of Tomorrow,0,2004,106,"Action,Adventure,Mystery",6.1,88085,Kerry Conran,1964
2004-09-17,Wimbledon,"$35,000,000","$16,862,585","$41,666,476",2004,Wimbledon,0,2004,98,"Comedy,Romance,Sport",6.3,67485,Richard Loncraine,1946
2004-09-17,Mr. 3000,"$30,000,000","$21,800,302","$21,827,296",2004,Mr. 3000,0,2004,104,"Comedy,Drama,Romance",5.6,15319,Charles Stone III,1966
2004-09-17,Incident at Loch Ness,"$1,400,000","$36,830","$56,073",2004,Incident at Loch Ness,0,2004,94,"Adventure,Comedy,Fantasy",6.4,4510,Zak Penn,1968
2009-09-17,Bright Star,"$8,500,000","$4,444,637","$17,220,091",2009,Bright Star,0,2009,119,"Biography,Drama,Romance",6.9,28981,Jane Campion,1954
2010-09-17,The Town,"$37,000,000","$92,186,262","$152,566,881",2010,The Town,0,2010,125,"Crime,Drama,Thriller",7.5,422733,Ben Affleck,1972
2010-09-17,Alpha and Omega,"$20,000,000","$25,107,267","$48,958,353",2010,Alpha and Omega,0,2010,90,"Adventure,Animation,Comedy",5.1,15437,Anthony Bell,\N
2010-09-17,Alpha and Omega,"$20,000,000","$25,107,267","$48,958,353",2010,Alpha and Omega,0,2010,90,"Adventure,Animation,Comedy",5.1,15437,Ben Gluck,1976
2010-09-17,Devil,"$10,000,000","$33,679,655","$63,354,114",2010,Devil,0,2010,80,"Horror,Mystery,Thriller",6.3,159912,John Erick Dowdle,1972
2010-09-17,Easy A,"$8,000,000","$58,401,464","$76,200,721",2010,Easy A,0,2010,92,"Comedy,Drama,Romance",7.0,424944,Will Gluck,1978
2010-09-17,Incendies,"$6,800,000","$6,857,096","$16,017,448",2010,Incendies,0,2010,131,"Drama,Mystery,War",8.3,212096,Denis Villeneuve,1967
2015-09-17,Black Mass,"$53,000,000","$62,575,678","$98,837,872",2015,Black Mass,0,2015,123,"Biography,Crime,Drama",6.8,195353,Scott Cooper,1970
2015-09-17,Sicario,"$30,000,000","$46,889,293","$84,264,182",2015,Sicario,0,2015,121,"Action,Crime,Drama",7.7,490453,Denis Villeneuve,1967
2015-09-17,Oddball,"$7,000,000",$0,"$10,338,919",2015,Oddball,0,2015,95,"Adventure,Family",6.4,3277,Stuart McDonald,\N
2015-09-17,Captive,"$2,000,000","$2,583,301","$2,791,973",2015,Captive,0,2015,97,"Action,Biography,Crime",5.4,7338,Jerry Jameson,1934
1951-09-18,A Streetcar Named Desire,"$1,800,000","$8,000,000","$8,008,368",1951,A Streetcar Named Desire,0,1951,122,Drama,7.9,115747,Elia Kazan,1909
1951-09-18,The Day the Earth Stood Still,"$1,200,000","$3,700,000","$3,700,000",1951,The Day the Earth Stood Still,0,1951,92,"Drama,Sci-Fi",7.7,86932,Robert Wise,1914
1967-09-18,Point Blank,"$3,000,000",$0,$0,1967,Point Blank,0,1967,92,"Crime,Drama,Thriller",7.3,24158,John Boorman,1933
1981-09-18,Mommie Dearest,"$5,000,000","$19,032,000","$25,032,000",1981,Mommie Dearest,0,1981,129,"Biography,Drama",6.6,18878,Frank Perry,1930
1987-09-18,Fatal Attraction,"$14,000,000","$156,645,693","$320,099,997",1987,Fatal Attraction,0,1987,119,"Drama,Thriller",6.9,102194,Adrian Lyne,1941
1998-09-18,Rush Hour,"$35,000,000","$141,186,864","$245,300,000",1998,Rush Hour,0,1998,98,"Action,Comedy,Crime",7.0,302295,Brett Ratner,1969
1998-09-18,One True Thing,"$30,000,000","$23,337,196","$26,708,196",1998,One True Thing,0,1998,127,Drama,6.9,12896,Carl Franklin,1949
1998-09-18,Six-String Samurai,"$2,000,000","$134,624","$134,624",1998,Six-String Samurai,0,1998,91,"Action,Adventure,Comedy",6.4,8114,Lance Mungia,1972
2007-09-18,A Dog’s Breakfast,"$120,000",$0,$0,2007,A Dog's Breakfast,0,2007,88,"Comedy,Drama,Horror",6.6,3783,David Hewlett,1968
2009-09-18,Cloudy with a Chance of Meatballs,"$100,000,000.00","$124,870,275.00","$236,827,677.00",2009,Cloudy with a Chance of Meatballs,0,2009,90,"Adventure,Animation,Comedy",6.9,264846,Phil Lord,1975
2009-09-18,Cloudy with a Chance of Meatballs,"$100,000,000.00","$124,870,275.00","$236,827,677.00",2009,Cloudy with a Chance of Meatballs,0,2009,90,"Adventure,Animation,Comedy",6.9,264846,Christopher Miller,1975
2009-09-18,The Informant!,"$22,000,000","$33,316,821","$41,771,168",2009,The Informant!,0,2009,108,"Biography,Comedy,Crime",6.5,68094,Steven Soderbergh,1963
2009-09-18,The Burning Plain,"$20,000,000","$200,730","$1,167,092",2009,The Burning Plain,0,2008,107,"Crime,Drama,Mystery",6.7,21547,Guillermo Arriaga,1958
2009-09-18,Love Happens,"$18,000,000","$22,965,110","$36,133,014",2009,Love Happens,0,2009,109,"Drama,Romance",5.7,34217,Brandon Camp,1971
2009-09-18,Jennifer's Body,"$16,000,000","$16,204,793","$31,943,401",2009,Jennifer's Body,0,2009,102,"Comedy,Horror",5.5,156722,Karyn Kusama,1968
2009-09-18,The Secrets of Jonathan Sperry,"$1,000,000","$1,355,079","$1,355,079",2009,The Secrets of Jonathan Sperry,0,2008,96,"Drama,Family",6.9,1666,Rich Christiano,1956
2013-09-18,Enough Said,"$8,000,000","$17,550,872","$25,621,449",2013,Enough Said,0,2013,93,"Comedy,Drama,Romance",7.0,67250,Nicole Holofcener,1960
2015-09-18,La navaja de Don Juan,"$1,200,000","$4,254","$4,254",2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2020-09-18,The Man in the Hat,"$1,000,000",$0,"$206,973",2020,The Man in the Hat,0,2020,95,Comedy,6.4,1082,John-Paul Davidson,\N
2020-09-18,The Man in the Hat,"$1,000,000",$0,"$206,973",2020,The Man in the Hat,0,2020,95,Comedy,6.4,1082,Stephen Warbeck,1953
2024-09-18,Never Let Go,"$20,000,000","$10,306,106","$21,772,597",2024,Never Let Go,0,2024,101,"Horror,Thriller",5.5,7334,Alexandre Aja,1978
1980-09-19,Ordinary People,"$6,200,000","$52,302,978","$52,302,978",1980,Ordinary People,0,1980,124,Drama,7.7,58159,Robert Redford,1936
1984-09-19,Amadeus,"$18,000,000","$51,973,029","$51,973,029",1984,Amadeus,0,1984,160,"Biography,Drama,Music",8.4,436799,Milos Forman,1932
1990-09-19,Goodfellas,"$25,000,000","$46,743,809","$47,103,483",1990,Goodfellas,0,1990,145,"Biography,Crime,Drama",8.7,1286836,Martin Scorsese,1942
1997-09-19,L.A. Confidential,"$35,000,000","$64,604,977","$126,204,977",1997,L.A. Confidential,0,1997,138,"Crime,Drama,Mystery",8.2,629409,Curtis Hanson,1945
1997-09-19,In & Out,"$35,000,000","$63,826,569","$83,226,569",1997,In & Out,0,1997,90,"Comedy,Romance",6.4,44891,Frank Oz,1944
2003-09-19,Secondhand Lions,"$30,000,000","$42,070,939","$47,902,566",2003,Secondhand Lions,0,2003,109,"Comedy,Drama,Family",7.5,63049,Tim McCanlies,1953
2003-09-19,Underworld,"$22,000,000","$51,970,690","$95,708,457",2003,Underworld,0,2003,121,"Action,Fantasy,Thriller",7.0,289476,Len Wiseman,1973
2003-09-19,Anything Else,"$18,000,000","$3,203,044","$13,203,044",2003,Anything Else,0,2003,108,"Comedy,Romance",6.3,33030,Woody Allen,1935
2003-09-19,Bubba Ho-Tep,"$1,000,000","$1,239,183","$1,492,895",2003,Bubba Ho-Tep,0,2002,92,"Comedy,Fantasy,Horror",6.9,52283,Don Coscarelli,1954
2008-09-19,The Duchess,"$27,000,000","$13,848,978","$45,160,110",2008,The Duchess,0,2008,110,"Biography,Drama,History",6.9,87970,Saul Dibb,1968
2008-09-19,Igor,"$22,000,000","$19,528,602","$31,013,349",2008,Igor,0,2008,87,"Animation,Comedy,Family",5.9,24506,Tony Leondis,\N
2008-09-19,Lakeview Terrace,"$20,000,000","$39,263,506","$44,821,299",2008,Lakeview Terrace,0,2008,110,"Crime,Drama,Thriller",6.2,56516,Neil LaBute,1963
2008-09-19,Appaloosa,"$20,000,000","$20,211,394","$27,911,453",2008,Appaloosa,0,2008,115,"Action,Crime,Drama",6.7,65540,Ed Harris,1950
2008-09-19,My Best Friend's Girl,"$20,000,000","$19,219,250","$34,787,111",2008,My Best Friend's Girl,0,2008,101,"Comedy,Romance",5.8,46902,Howard Deutch,1950
2008-09-19,Ghost Town,"$20,000,000","$13,367,624","$29,958,228",2008,Ghost Town,0,2008,102,"Comedy,Drama,Fantasy",6.7,78488,David Koepp,1963
2008-09-19,Ghost Town,"$20,000,000","$13,367,624","$29,958,228",2008,Fei cheng,0,2008,169,Documentary,7.5,49,Dayong Zhao,\N
2008-09-19,Tropa de Elite,"$6,537,890","$8,744","$14,319,195",2008,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2012-09-19,Now is Good,"$500,000",$0,"$2,141,436",2012,Now Is Good,0,2012,103,"Drama,Romance",7.0,35199,Ol Parker,1969
2013-09-19,Prisoners,"$46,000,000","$61,002,302","$113,310,547",2013,Prisoners,0,2013,153,"Crime,Drama,Mystery",8.2,837176,Denis Villeneuve,1967
2014-09-19,The Boxtrolls,"$60,000,000","$50,837,305","$111,898,741",2014,The Boxtrolls,0,2014,96,"Adventure,Animation,Comedy",6.8,62425,Graham Annable,\N
2014-09-19,The Boxtrolls,"$60,000,000","$50,837,305","$111,898,741",2014,The Boxtrolls,0,2014,96,"Adventure,Animation,Comedy",6.8,62425,Anthony Stacchi,\N
2014-09-19,A Walk Among the Tombstones,"$28,000,000","$26,017,685","$62,108,587",2014,A Walk Among the Tombstones,0,2014,114,"Action,Crime,Drama",6.5,128537,Scott Frank,1960
2014-09-19,This is Where I Leave You,"$20,000,000","$34,296,320","$41,296,320",2014,This Is Where I Leave You,0,2014,103,"Comedy,Drama",6.6,90643,Shawn Levy,1968
2014-09-19,Tusk,"$3,000,000","$1,821,983","$1,887,554",2014,Tusk,0,2014,102,"Comedy,Horror",5.4,65759,Kevin Smith,1970
2014-09-19,Pump,"$2,000,000","$89,787","$89,787",2014,Pump!,0,2014,88,Documentary,7.6,660,Joshua Tickell,\N
2014-09-19,Pump,"$2,000,000","$89,787","$89,787",2014,Pump!,0,2014,88,Documentary,7.6,660,Rebecca Harrell Tickell,1980
2014-09-19,Not Cool,"$800,000","$35,688","$35,688",2014,Not Cool,0,2014,93,"Comedy,Drama,Romance",3.5,5977,Shane Dawson,1988
2017-09-19,Kingsman: The Golden Circle,"$104,000,000.00","$100,234,838.00","$408,803,696.00",2017,Kingsman: The Golden Circle,0,2017,141,"Action,Adventure,Comedy",6.7,374434,Matthew Vaughn,1971
2018-09-19,The House with a Clock in its Walls,"$40,000,000","$68,549,695","$131,457,147",2018,The House with a Clock in Its Walls,0,2018,105,"Comedy,Family,Fantasy",6.1,56402,Eli Roth,\N
2019-09-19,Ad Astra,"$80,000,000.00","$50,188,370.00","$135,406,280.00",2019,Ad Astra,0,2019,123,"Adventure,Drama,Mystery",6.5,265003,James Gray,1969
2019-09-19,Abominable,"$75,000,000.00","$60,761,390.00","$188,668,889.00",2019,Abominable,0,2019,97,"Adventure,Animation,Comedy",7.0,43523,Jill Culton,\N
2019-09-19,Abominable,"$75,000,000.00","$60,761,390.00","$188,668,889.00",2019,Abominable,0,2019,97,"Adventure,Animation,Comedy",7.0,43523,Todd Wilderman,\N
2019-09-19,Rambo: Last Blood,"$50,000,000","$44,819,352","$91,378,886",2019,Rambo: Last Blood,0,2019,89,"Action,Crime,Thriller",6.1,112310,Adrian Grunberg,\N
1994-09-02,There Goes My Baby,"$10,500,000","$125,169","$125,169",1994,There Goes My Baby,0,1994,99,"Comedy,Drama",6.3,1185,Floyd Mutrux,1941
2005-09-02,A Sound of Thunder,"$80,000,000.00","$1,900,451.00","$6,300,451.00",2005,A Sound of Thunder,0,2005,110,"Action,Adventure,Horror",4.2,20742,Peter Hyams,1943
2005-09-02,The Transporter 2,"$32,000,000","$43,095,856","$88,978,458",2005,Transporter 2,0,2005,87,"Action,Crime,Thriller",6.3,218285,Louis Leterrier,1973
2005-09-02,Underclassman,"$25,000,000","$5,654,777","$5,654,777",2005,Underclassman,0,2005,95,"Action,Comedy,Crime",4.4,5994,Marcos Siega,1969
2011-09-02,Shark Night 3D,"$25,000,000","$18,877,153","$18,877,153",2011,Shark Night 3D,0,2011,90,"Action,Horror,Thriller",4.1,27437,David R. Ellis,1952
2011-09-02,Apollo 18,"$5,000,000","$17,686,929","$26,517,819",2011,Apollo 18,0,2011,86,"Horror,Mystery,Sci-Fi",5.2,58586,Gonzalo López-Gallego,\N
2011-09-02,Salvando al Soldado Perez,"$4,500,000","$1,400,726","$9,330,465",2011,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2011-09-02,Kill List,"$800,000","$29,063","$462,206",2011,Kill List,0,2011,95,"Crime,Drama,Horror",6.4,46428,Ben Wheatley,1972
2015-09-02,The Transporter Refueled,"$22,000,000","$16,029,670","$69,698,495",2015,The Transporter Refueled,0,2015,96,"Action,Thriller",5.2,45599,Camille Delamarre,1979
2015-09-02,Le tout nouveau testament,"$8,700,000","$127,910","$19,499,856",2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2016-09-02,The Light Between Oceans,"$20,000,000","$12,545,979","$22,281,732",2016,The Light Between Oceans,0,2016,133,"Drama,Romance",7.2,60847,Derek Cianfrance,1974
2016-09-02,Dofus - Livre 1: Julith,"$8,800,000",$0,"$624,747",2016,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2016-09-02,Morgan,"$8,000,000","$3,915,251","$7,298,786",2016,Morgan,0,2016,92,"Action,Horror,Sci-Fi",5.8,46712,Luke Scott,1968
2016-09-02,Antibirth,"$2,500,000",$0,$0,2016,Antibirth,0,2016,94,"Comedy,Horror,Mystery",4.9,3673,Danny Perez,\N
2021-09-02,Malignant,"$40,000,000","$13,391,791","$33,974,421",2021,Malignant,0,2021,111,"Crime,Horror,Mystery",6.2,113372,James Wan,1977
1958-09-20,Cat on a Hot Tin Roof,"$3,000,000","$17,570,324","$17,570,642",1958,Cat on a Hot Tin Roof,0,1958,108,Drama,7.9,54376,Richard Brooks,1912
1991-09-20,The Fisher King,"$24,000,000","$41,798,224","$41,798,224",1991,The Fisher King,0,1991,137,"Comedy,Drama,Fantasy",7.5,92353,Terry Gilliam,1940
1996-09-20,Last Man Standing,"$67,000,000","$18,115,927","$18,149,997",1996,Last Man Standing,0,1996,101,"Action,Crime,Drama",6.4,61679,Walter Hill,1942
1996-09-20,The First Wives Club,"$30,000,000","$105,489,203","$181,489,203",1996,The First Wives Club,0,1996,103,Comedy,6.4,55521,Hugh Wilson,1943
1996-09-20,Matilda,"$25,000,000",$0,"$9,755,282",1996,Matilda,0,1996,98,"Comedy,Family,Fantasy",7.0,180086,Danny DeVito,1944
1996-09-20,When The Cat's Away,"$300,000","$1,652,472","$2,525,984",1996,Chacun cherche son chat,0,1996,91,"Comedy,Romance",6.9,3649,Cédric Klapisch,1961
2002-09-20,Ballistic: Ecks vs. Sever,"$70,000,000.00","$14,294,842.00","$14,294,842.00",2002,Ballistic: Ecks vs. Sever,0,2002,91,"Action,Crime,Mystery",3.7,21261,Wych Kaosayananda,1974
2002-09-20,Eye See You,"$55,000,000","$79,161","$1,807,990",2002,D-Tox,0,2002,96,"Crime,Thriller",5.3,29886,Jim Gillespie,\N
2002-09-20,The Four Feathers,"$35,000,000","$18,306,166","$29,882,645",2002,The Four Feathers,0,2002,132,"Action,Adventure,Drama",6.5,35778,Shekhar Kapur,1945
2002-09-20,Trapped,"$30,000,000","$6,916,869","$7,005,468",2002,Trapped,0,2002,106,"Action,Crime,Drama",6.1,26186,Luis Mandoki,1954
2002-09-20,The Banger Sisters,"$10,000,000","$30,306,281","$38,067,218",2002,The Banger Sisters,0,2002,98,"Comedy,Drama",5.7,17527,Bob Dolman,1949
2002-09-20,8 femmes,"$8,000,000","$3,076,425","$42,376,425",2002,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2002-09-20,Secretary,"$4,000,000","$4,046,737","$9,412,015",2002,Secretary,0,2002,107,"Comedy,Drama,Romance",6.9,101267,Steven Shainberg,1963
2004-09-20,Shark Tale,"$75,000,000.00","$161,412,000.00","$371,741,123.00",2004,Shark Tale,0,2004,90,"Adventure,Animation,Comedy",6.0,202313,Bibo Bergeron,1965
2004-09-20,Shark Tale,"$75,000,000.00","$161,412,000.00","$371,741,123.00",2004,Shark Tale,0,2004,90,"Adventure,Animation,Comedy",6.0,202313,Vicky Jenson,\N
2004-09-20,Shark Tale,"$75,000,000.00","$161,412,000.00","$371,741,123.00",2004,Shark Tale,0,2004,90,"Adventure,Animation,Comedy",6.0,202313,Rob Letterman,\N
2012-09-20,End of Watch,"$15,000,000","$41,003,371","$57,586,606",2012,End of Watch,0,2012,109,"Action,Crime,Drama",7.6,274122,David Ayer,1968
2012-09-20,The Perks of Being a Wallflower,"$13,000,000","$17,742,948","$33,069,303",2012,The Perks of Being a Wallflower,0,2012,103,Drama,7.9,558498,Stephen Chbosky,1970
2012-09-20,Amour,"$9,700,000","$6,738,954","$36,787,044",2012,Amour,0,2012,127,Drama,7.9,106965,Michael Haneke,1942
2013-09-20,Battle of the Year,"$20,000,000","$8,888,355","$16,723,377",2013,Battle of the Year,0,2013,110,"Drama,Music",5.0,9736,Benson Lee,\N
2013-09-20,Feichang Xingyun,"$8,000,000",$0,"$21,970,000",2013,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2018-09-20,London Fields,"$8,000,000","$252,676","$433,732",2018,London Fields,0,2018,118,"Crime,Mystery,Thriller",3.9,12494,Mathew Cullen,\N
1992-09-21,Light Sleeper,"$5,000,000","$1,050,861","$1,050,861",1992,Light Sleeper,0,1992,103,"Crime,Drama",6.9,9976,Paul Schrader,1946
2001-09-21,Megiddo: Omega Code 2,"$22,000,000","$6,047,691","$6,047,691",2001,Megiddo: The Omega Code 2,0,2001,104,"Action,Adventure,Fantasy",3.9,3002,Brian Trenchard-Smith,1946
2001-09-21,Glitter,"$8,500,000","$4,273,372","$4,273,372",2001,Glitter,0,2001,104,"Drama,Music,Romance",2.4,24193,Vondie Curtis-Hall,1950
2007-09-21,Resident Evil: Extinction,"$45,000,000","$50,648,679","$149,871,103",2007,Resident Evil: Extinction,0,2007,94,"Action,Horror,Sci-Fi",6.2,208136,Russell Mulcahy,1953
2007-09-21,The Assassination of Jesse James by the Coward …,"$30,000,000","$3,909,149","$15,313,631",2007,The Assassination of Jesse James by the Coward Robert Ford,0,2007,160,"Biography,Crime,Drama",7.5,195417,Andrew Dominik,1967
2007-09-21,Good Luck Chuck,"$25,000,000","$35,017,297","$60,709,968",2007,Good Luck Chuck,0,2007,96,"Comedy,Romance",5.6,95658,Mark Helfrich,\N
2007-09-21,Into the Wild,"$20,000,000","$18,354,356","$56,822,960",2007,Into the Wild,0,2007,148,"Adventure,Biography,Drama",8.1,667385,Sean Penn,1960
2007-09-21,Sydney White,"$16,500,000","$11,892,415","$13,636,339",2007,Sydney White,0,2007,108,"Comedy,Drama,Romance",6.2,51898,Joe Nussbaum,1973
2007-09-21,Antônia - O Filme,"$950,000","$3,550","$289,789",2007,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2012-09-21,Trouble with the Curve,"$60,000,000","$35,763,137","$47,818,913",2012,Trouble with the Curve,0,2012,111,"Drama,Romance,Sport",6.8,69505,Robert Lorenz,\N
2012-09-21,Killing Them Softly,"$15,000,000","$14,945,541","$39,238,443",2012,Killing Them Softly,0,2012,97,"Crime,Drama,Thriller",6.2,155087,Andrew Dominik,1967
2012-09-21,House at the End of the Street,"$6,900,000","$31,611,916","$44,103,982",2012,House at the End of the Street,0,2012,101,"Drama,Horror,Mystery",5.5,82318,Mark Tonderai,\N
2012-09-21,The Other Dream Team,"$500,000","$134,109","$314,444",2012,The Other Dream Team,0,2012,89,"Documentary,Sport",8.3,3699,Marius A. Markevicius,1976
2016-09-21,Miss Peregrine’s Home for Peculiar Children,"$110,000,000.00","$87,242,834.00","$295,986,876.00",2016,Miss Peregrine's Home for Peculiar Children,0,2016,127,"Adventure,Drama,Family",6.7,194730,Tim Burton,1958
2018-09-21,Smallfoot,"$80,000,000.00","$83,240,103.00","$214,244,195.00",2018,Smallfoot,0,2018,96,"Adventure,Animation,Comedy",6.6,43541,Karey Kirkpatrick,1964
2018-09-21,Smallfoot,"$80,000,000.00","$83,240,103.00","$214,244,195.00",2018,Smallfoot,0,2018,96,"Adventure,Animation,Comedy",6.6,43541,Jason Reisig,1970
2018-09-21,The Sisters Brothers,"$38,000,000","$3,143,056","$14,636,067",2018,Les frères Sisters,0,2018,122,"Drama,Western",6.9,71751,Jacques Audiard,1952
2018-09-21,Life Itself,"$10,000,000","$4,095,431","$7,960,474",2018,Life Itself,0,2018,117,"Drama,Romance",6.9,25339,Dan Fogelman,1976
2018-09-21,Assassination Nation,"$7,000,000","$2,005,142","$2,852,759",2018,Assassination Nation,0,2018,108,"Action,Comedy,Crime",6.0,22334,Sam Levinson,1985
2018-09-21,Fahrenheit 11/9,"$5,000,000","$6,352,306","$6,653,715",2018,Fahrenheit 11/9,0,2018,128,Documentary,7.2,20619,Michael Moore,1954
2023-09-21,PAW Patrol: The Mighty Movie,"$30,000,000","$65,343,309","$201,775,469",2023,PAW Patrol: The Mighty Movie,0,2023,88,"Action,Adventure,Animation",5.9,5474,Cal Brunker,1978
1989-09-22,Black Rain,"$30,000,000","$45,892,212","$133,892,212",1989,Black Rain,0,1989,125,"Action,Crime,Drama",6.6,60809,Ridley Scott,1937
1989-09-22,Black Rain,"$30,000,000","$45,892,212","$133,892,212",1989,Kuroi ame,0,1989,123,"Drama,War",7.8,4067,Shôhei Imamura,1926
1995-09-22,Se7en,"$30,000,000","$100,125,643","$328,125,643",1995,Se7en,0,1995,127,"Crime,Drama,Mystery",8.6,1846570,David Fincher,1962
2000-09-22,Urban Legends: Final Cut,"$15,000,000","$21,468,807","$38,574,362",2000,Urban Legends: Final Cut,0,2000,97,"Horror,Mystery",4.4,19268,John Ottman,1964
2000-09-22,Dancer in the Dark,"$12,500,000","$4,157,491","$45,556,774",2000,Dancer in the Dark,0,2000,140,"Crime,Drama,Musical",7.9,118523,Lars von Trier,1956
2000-09-22,Woman on Top,"$8,000,000","$5,018,450","$10,192,613",2000,Woman on Top,0,2000,92,"Comedy,Fantasy,Romance",5.3,11016,Fina Torres,1951
2000-09-22,The Specials,"$1,000,000","$12,996","$12,996",2000,The Specials,0,2000,82,"Action,Comedy,Fantasy",5.7,2574,Craig Mazin,1971
2006-09-22,Flyboys,"$60,000,000","$13,090,630","$14,816,379",2006,Flyboys,0,2006,140,"Action,Drama,History",6.5,44993,Tony Bill,1940
2006-09-22,All the King's Men,"$55,000,000","$7,221,458","$9,521,458",2006,All the King's Men,0,2006,128,"Drama,Thriller",6.1,25815,Steven Zaillian,1953
2006-09-22,Bandidas,"$35,000,000",$0,"$19,282,590",2006,Bandidas,0,2006,93,"Action,Comedy,Crime",5.7,37730,Joachim Rønning,1972
2006-09-22,Bandidas,"$35,000,000",$0,"$19,282,590",2006,Bandidas,0,2006,93,"Action,Comedy,Crime",5.7,37730,Espen Sandberg,1971
2006-09-22,Renaissance,"$18,000,000","$70,644","$2,401,413",2006,Renaissance,0,2006,105,"Action,Animation,Sci-Fi",6.6,16501,Christian Volckman,\N
2006-09-22,Jackass: Number Two,"$11,000,000","$72,778,712","$85,278,712",2006,Jackass Number Two,0,2006,92,"Action,Comedy,Documentary",7.0,80820,Jeff Tremaine,1966
2006-09-22,La science des rêves,"$6,000,000","$4,670,644","$15,137,932",2006,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2006-09-22,Feast,"$3,200,000","$56,131","$690,872",2006,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2009-09-22,Adam Resurrected,"$10,000,000",$0,"$90,909",2009,Adam Resurrected,0,2008,106,"Drama,War",6.2,4515,Paul Schrader,1946
2010-09-22,You Will Meet a Tall Dark Stranger,"$15,000,000","$3,247,816","$38,535,748",2010,You Will Meet a Tall Dark Stranger,0,2010,98,"Comedy,Drama,Romance",6.3,47837,Woody Allen,1935
2016-09-22,Storks,"$70,000,000.00","$72,679,278.00","$183,353,431.00",2016,Storks,0,2016,87,"Adventure,Animation,Comedy",6.8,68720,Nicholas Stoller,1976
2016-09-22,Storks,"$70,000,000.00","$72,679,278.00","$183,353,431.00",2016,Storks,0,2016,87,"Adventure,Animation,Comedy",6.8,68720,Doug Sweetland,\N
2017-09-22,Stronger,"$30,000,000","$4,211,129","$8,786,287",2017,Stronger,0,2017,119,"Biography,Drama",6.9,50607,David Gordon Green,1975
2017-09-22,Stronger,"$30,000,000","$4,211,129","$8,786,287",2017,Stronger,0,2017,125,Drama,7.4,59,Jake M. Allen,\N
2017-09-22,Stronger,"$30,000,000","$4,211,129","$8,786,287",2017,Stronger,0,2017,125,Drama,7.4,59,Robin B. Murray,\N
