Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,year,name_id_x,matched_name,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,name_id_y
"4,858",1999-03-26,Doug's 1st Movie,"$5,000,000","$19,421,271","$19,421,271",1999,Doug's 1st Movie1999,Doug's 1st Movie1999,tt0187819,movie,Doug's 1st Movie,Doug's 1st Movie,0,1999,\N,77,"Adventure,Animation,Comedy",4.9,3593,nm0431570,"nm0769095,nm0423132,nm0007464",Maurice Joyce,1969,\N,"animation_department,director,art_department","tt4858184,tt3590338,tt0115641,tt5675030",Doug's 1st Movie1999
"5,151",1999-03-26,Among Giants,"$4,000,000","$64,359","$64,359",1999,Among Giants1999,Among Giants1998,tt0122906,movie,Among Giants,Among Giants,0,1998,\N,93,"Comedy,Romance",5.9,991,nm0589284,nm0064479,Sam Miller,1962,\N,"actor,director,producer","tt11204260,tt2085059,tt1474684,tt13694702",Among Giants1998
"1,920",2004-03-26,The Ladykillers,"$35,000,000","$39,692,139","$77,392,139",2004,The Ladykillers2004,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,950",2004-03-26,Jersey Girl,"$35,000,000","$25,266,129","$37,066,129",2004,Jersey Girl2004,Jersey Girl2004,tt0300051,movie,Jersey Girl,Jersey Girl,0,2004,\N,102,"Comedy,Drama,Romance",6.2,71819,nm0003620,nm0003620,Kevin Smith,1970,\N,"producer,actor,writer","tt0109445,tt0118842,tt0424345,tt0120655",Jersey Girl2004
"2,469",2004-03-26,Scooby-Doo 2: Monsters Unleashed,"$25,000,000","$84,185,387","$180,856,996",2004,Scooby-Doo 2: Monsters Unleashed2004,Scooby-Doo 2: Monsters Unleashed2004,tt0331632,movie,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2: Monsters Unleashed,0,2004,\N,93,"Adventure,Comedy,Family",5.3,66693,nm0331532,"nm0360253,nm0053484,nm0348181",Raja Gosnell,1958,\N,"editor,director,editorial_department","tt0208003,tt0151738,tt1014775,tt0267913",Scooby-Doo 2: Monsters Unleashed2004
183,2010-03-26,How to Train Your Dragon,"$165,000,000.00","$217,581,232.00","$494,870,992.00",2010,How to Train Your Dragon2010,How to Train Our Dragon2018,tt9249158,movie,How to Train Our Dragon,You 5 ge jie jie de wo jiu zhu ding yao dan shen le a,0,2018,\N,96,Comedy,4.7,169,nm5471356,\N,Shaun Su,\N,\N,"director,visual_effects,writer","tt2636362,tt27850500,tt9249158,tt10267480",How to Train Our Dragon2018
"1,857",2010-03-26,Hot Tub Time Machine,"$36,000,000","$50,269,859","$65,967,750",2010,Hot Tub Time Machine2010,Hot Tub Time Machine2010,tt1231587,movie,Hot Tub Time Machine,Hot Tub Time Machine,0,2010,\N,99,"Comedy,Sci-Fi",6.4,189097,nm0684336,"nm0372222,nm1890845,nm1898234",Steve Pink,\N,\N,"director,writer,producer","tt0119229,tt0146882,tt2637294,tt1231587",Hot Tub Time Machine2010
"3,714",2010-03-26,Chloe,"$13,000,000","$3,075,255","$13,176,612",2010,Chloe2010,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,586",2010-03-26,Ca$h,"$7,000,000","$46,488","$46,488",2010,Ca$h2010,Ca$h2010,tt1106860,movie,Ca$h,Ca$h,0,2010,\N,108,"Crime,Thriller",5.9,10177,nm0027465,nm0027465,Stephen Milburn Anderson,1947,2015,"producer,writer,production_manager","tt0105450,tt0093507,tt1106860,tt0410065",Ca$h2010
"5,384",2010-03-26,The Eclipse,"$3,000,000","$133,411","$133,411",2010,The Eclipse2010,The Eclipse2009,tt1346961,movie,The Eclipse,The Eclipse,0,2009,\N,88,"Drama,Horror,Romance",6.0,3179,nm0574217,"nm0574217,nm0733913",Conor McPherson,1971,\N,"writer,director,actor","tt1346961,tt0224050,tt3089630,tt0126344",The Eclipse2009
"1,617",2015-03-26,Get Hard,"$40,000,000","$90,411,453","$111,711,453",2015,Get Hard2015,Get Hard2015,tt2561572,movie,Get Hard,Get Hard,0,2015,\N,100,"Comedy,Crime,Drama",6.0,149054,nm1000113,"nm1007602,nm0731168,nm1000113,nm0570912",Etan Cohen,1974,\N,"writer,producer,miscellaneous","tt1255919,tt0387808,tt1409024,tt0118375",Get Hard2015
"1,499",2021-03-26,Peter Rabbit 2: The Runaway,"$45,000,000","$40,501,717","$150,572,678",2021,Peter Rabbit 2: The Runaway2021,Peter Rabbit 2: The Runaway2021,tt8376234,movie,Peter Rabbit 2: The Runaway,Peter Rabbit 2: The Runaway,0,2021,\N,93,"Adventure,Animation,Comedy",6.2,15190,nm0323239,"nm0323239,nm1522597,nm0693229",Will Gluck,1978,\N,"director,writer,producer","tt26047818,tt5117670,tt1632708,tt1282140",Peter Rabbit 2: The Runaway2021
"4,880",1986-03-27,April Fool's Day,"$5,000,000","$12,947,763","$12,947,763",1986,April Fool's Day1986,April Fool's Day1986,tt0090655,movie,April Fool's Day,April Fool's Day,0,1986,\N,89,"Horror,Mystery",6.1,18798,nm0910510,nm0045301,Fred Walton,1942,\N,"director,writer,actor","tt0080130,tt0093881,tt0455857,tt0087378",April Fool's Day1986
"2,401",1998-03-27,The Newton Boys,"$27,000,000","$10,341,093","$10,341,093",1998,The Newton Boys1998,The Newton Boys1998,tt0120769,movie,The Newton Boys,The Newton Boys,0,1998,\N,122,"Action,Crime,Drama",6.1,12600,nm0000500,"nm0822827,nm0000500,nm0907635",Richard Linklater,1960,\N,"producer,director,writer","tt0243017,tt2209418,tt0102943,tt1065073",The Newton Boys1998
"2,677",1998-03-27,Meet the Deedles,"$24,000,000","$4,356,126","$4,356,126",1998,Meet the Deedles1998,Meet the Deedles1998,tt0120645,movie,Meet the Deedles,Meet the Deedles,0,1998,\N,93,"Comedy,Family,Sport",4.1,3234,nm0102434,nm0381272,Steve Boyum,1952,\N,"director,producer,stunts","tt0078788,tt0463034,tt0093773,tt0080455",Meet the Deedles1998
"3,051",1998-03-27,Les Couloirs du temps: Les visiteurs 2,"$20,000,000","$146,072","$26,146,072",1998,Les Couloirs du temps: Les visiteurs 21998,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,954",1998-03-27,No Looking Back,"$5,000,000","$143,273","$143,273",1998,No Looking Back1998,No Looking Back1998,tt0119560,movie,No Looking Back,No Looking Back,0,1998,\N,96,"Drama,Romance",5.9,2217,nm0122653,nm0122653,Edward Burns,1968,\N,"writer,actor,producer","tt0120815,tt0117628,tt0112585,tt0491109",No Looking Back1998
"5,038",1998-03-27,Karakter,"$4,500,000","$713,413","$713,413",1998,Karakter1998,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
152,2009-03-27,Monsters vs. Aliens,"$175,000,000.00","$198,351,526.00","$381,687,380.00",2009,Monsters vs. Aliens2009,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"2,977",2009-03-27,12 Rounds,"$20,000,000","$12,234,694","$17,306,648",2009,12 Rounds2009,12 Rounds2009,tt1160368,movie,12 Rounds,12 Rounds,0,2009,\N,108,"Action,Crime,Thriller",5.6,30880,nm0001317,nm2896816,Renny Harlin,1959,\N,"producer,director,writer","tt0132245,tt1905040,tt0106582,tt0112760",12 Rounds2009
282,2013-03-27,G.I. Joe: Retaliation,"$140,000,000.00","$122,523,060.00","$375,740,705.00",2013,G.I. Joe: Retaliation2013,G.I. Joe: Retaliation2013,tt1583421,movie,G.I. Joe: Retaliation,G.I. Joe: Retaliation,0,2013,\N,110,"Action,Adventure,Sci-Fi",5.7,188607,nm0160840,"nm1014201,nm1116660",Jon M. Chu,1979,\N,"producer,writer,director","tt3104988,tt1321510,tt1262426,tt3995980",G.I. Joe: Retaliation2013
"3,348",2013-03-27,Trance,"$16,000,000","$2,322,593","$22,594,052",2013,Trance2013,Trance2013,tt1924429,movie,Trance,Trance,0,2013,\N,101,"Crime,Drama,Mystery",6.9,118572,nm0000965,"nm0013878,nm0388076",Danny Boyle,1956,\N,"director,producer,writer","tt1542344,tt0289043,tt0111149,tt1010048",Trance2013
324,2014-03-27,Noah,"$130,000,000.00","$101,200,044.00","$352,831,065.00",2014,Noah2014,Noah2014,tt1959490,movie,Noah,Noah,0,2014,\N,138,"Action,Adventure,Drama",5.8,269247,nm0004716,"nm0004716,nm0359504",Darren Aronofsky,1969,\N,"producer,writer,director","tt0138704,tt0414993,tt0180093,tt1125849",Noah2014
