Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,year,name_id_x,matched_name,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,name_id_y
"6,094",2013-10-11,All the Boys Love Mandy Lane,"$750,000",$0,"$1,960,521",2013,All the Boys Love Mandy Lane2013,All the Boys Love Mandy Lane2006,tt0490076,movie,All the Boys Love Mandy Lane,All the Boys Love Mandy Lane,0,2006,\N,90,"Horror,Mystery,Thriller",5.5,35126,nm1349522,nm2106079,Jonathan Levine,1976,\N,"producer,director,writer","tt1306980,tt1082886,tt1588173,tt2139881",All the Boys Love Mandy Lane2006
"6,113",2013-10-11,Escape from Tomorrow,"$650,000","$171,962","$171,962",2013,Escape from Tomorrow2013,Escape from Tomorrow2013,tt2187884,movie,Escape from Tomorrow,Escape from Tomorrow,0,2013,\N,90,"Comedy,Drama,Fantasy",5.1,10180,nm5090157,nm5090157,Randy Moore,\N,\N,"director,writer,archive_footage",tt2187884,Escape from Tomorrow2013
"1,620",2016-10-11,The Accountant,"$40,000,000","$86,260,045","$152,962,083",2016,The Accountant2016,The Accountant2016,tt2140479,movie,The Accountant,The Accountant,0,2016,\N,128,"Action,Crime,Drama",7.3,331035,nm0640334,nm4057793,Gavin O'Connor,1963,\N,"producer,director,writer","tt2140479,tt0482572,tt1291584,tt0161023",The Accountant2016
"1,992",2017-10-11,The Snowman,"$35,000,000","$6,670,765","$43,164,679",2017,The Snowman2017,The Snowman2017,tt1758810,movie,The Snowman,The Snowman,0,2017,\N,119,"Crime,Drama,Mystery",5.2,73468,nm0019247,"nm1867674,nm1661186,nm0024925,nm0841003",Tomas Alfredson,1965,\N,"director,miscellaneous,music_department","tt1340800,tt1139797,tt0342636,tt1758810",The Snowman2017
"4,825",2017-10-11,Happy Death Day,"$5,000,000","$55,683,845","$125,010,260",2017,Happy Death Day2017,Happy Death Day2017,tt5308322,movie,Happy Death Day,Happy Death Day,0,2017,\N,96,"Comedy,Horror,Mystery",6.6,169928,nm0484907,nm1245146,Christopher Landon,1975,\N,"writer,producer,director","tt10919380,tt2473682,tt7798604,tt8155288",Happy Death Day2017
"2,643",2019-10-11,The Addams Family,"$24,000,000","$97,864,733","$200,588,546",2019,The Addams Family2019,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,901",2019-10-11,Jexi,"$5,000,000","$6,546,159","$10,601,127",2019,Jexi2019,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"5,825",2019-10-11,Corpus Christi,"$1,300,000","$127,240","$10,951,283",2019,Corpus Christi2019,Corpus Christi2019,tt8649186,movie,Corpus Christi,Boze Cialo,0,2019,\N,115,Drama,7.7,22448,nm1717924,nm9946633,Jan Komasa,1981,\N,"director,writer,miscellaneous","tt1808454,tt9506474,tt3765326,tt8649186",Corpus Christi2019
"3,551",1996-10-12,Silent Trigger,"$15,000,000","$76,382","$76,382",1996,Silent Trigger1996,Silent Trigger1996,tt0117653,movie,Silent Trigger,Silent Trigger,0,1996,\N,93,"Action,Drama,Thriller",5.3,4577,nm0611683,nm0022835,Russell Mulcahy,1953,\N,"director,producer,writer","tt0091203,tt0432021,tt1567432",Silent Trigger1996
805,2001-10-12,Bandits,"$75,000,000.00","$41,523,271.00","$71,523,271.00",2001,Bandits2001,Bandits2001,tt0219965,movie,Bandits,Bandits,0,2001,\N,123,"Comedy,Crime,Drama",6.5,71686,nm0001469,nm0679037,Barry Levinson,1942,\N,"producer,writer,director","tt0095953,tt0101516,tt0120885,tt1933667",Bandits2001
"3,925",2001-10-12,Corky Romano,"$11,000,000","$23,978,402","$25,116,103",2001,Corky Romano2001,Corky Romano2001,tt0250310,movie,Corky Romano,Corky Romano,0,2001,\N,86,"Comedy,Crime",4.7,13866,nm0698125,"nm0308099,nm0911598",Rob Pritts,\N,\N,"director,actor,writer","tt0250310,tt2241087,tt2275913,tt9241626",Corky Romano2001
"1,221",2007-10-12,Elizabeth: The Golden Age,"$55,000,000","$16,285,240","$74,870,866",2007,Elizabeth: The Golden Age2007,Elizabeth: The Golden Age2007,tt0414055,movie,Elizabeth: The Golden Age,Elizabeth: The Golden Age,0,2007,\N,114,"Biography,Drama,History",6.8,75874,nm0001408,"nm0629933,nm0386694",Shekhar Kapur,1945,\N,"director,actor,producer","tt0127536,tt0109206,tt0414055,tt0240510",Elizabeth: The Golden Age2007
"2,355",2007-10-12,We Own the Night,"$28,000,000","$28,563,179","$55,307,857",2007,We Own the Night2007,We Own the Night2007,tt0498399,movie,We Own the Night,We Own the Night,0,2007,\N,117,"Action,Crime,Drama",6.8,94045,nm0336695,nm0336695,James Gray,1969,\N,"director,writer,producer","tt1951181,tt2935510,tt1212428,tt1103275",We Own the Night2007
"3,407",2007-10-12,Why Did I Get Married?,"$15,000,000","$55,204,525","$55,934,178",2007,Why Did I Get Married?2007,Why Did I Get Married?2007,tt0906108,movie,Why Did I Get Married?,Why Did I Get Married?,0,2007,\N,113,"Comedy,Drama,Romance",5.9,14109,nm1347153,nm1347153,Tyler Perry,1969,\N,"writer,director,producer","tt0422093,tt2267998,tt0455612,tt1142800",Why Did I Get Married?2007
"3,749",2007-10-12,Lars and the Real Girl,"$12,500,000","$5,956,480","$11,277,119",2007,Lars and the Real Girl2007,Lars and the Real Girl2007,tt0805564,movie,Lars and the Real Girl,Lars and the Real Girl,0,2007,\N,106,"Comedy,Drama,Romance",7.3,158260,nm0318916,nm1280672,Craig Gillespie,1967,\N,"producer,director,writer","tt5580036,tt0805564,tt2025690,tt1438176",Lars and the Real Girl2007
"3,306",2011-10-12,The Artist,"$16,000,000","$44,667,095","$128,100,584",2011,The Artist2011,The Artist2011,tt1655442,movie,The Artist,The Artist,0,2011,\N,100,"Comedy,Drama,Romance",7.9,250306,nm0371890,nm0371890,Michel Hazanavicius,1967,\N,"writer,director,actor","tt1655442,tt0464913,tt5687334,tt1167660",The Artist2011
"3,306",2011-10-12,The Artist,"$16,000,000","$44,667,095","$128,100,584",2011,The Artist2011,The Artist2011,tt1825978,movie,The Artist,The Artist,0,2011,\N,100,Thriller,8.2,10,nm3908851,nm3908851,Sunil Prem Vyas,\N,\N,"director,writer,actor","tt2361116,tt4384270,tt2368456,tt1825978",The Artist2011
"3,649",2012-10-12,Seven Psychopaths,"$13,500,000","$15,024,049","$33,035,736",2012,Seven Psychopaths2012,Seven Psychopaths2012,tt1931533,movie,Seven Psychopaths,Seven Psychopaths,0,2012,\N,110,"Comedy,Crime",7.1,277231,nm1732981,nm1732981,Martin McDonagh,1970,\N,"writer,director,producer","tt0780536,tt1931533,tt5027774,tt11813216",Seven Psychopaths2012
"4,138",2012-10-12,Atlas Shrugged: Part II,"$10,000,000","$3,336,053","$3,336,053",2012,Atlas Shrugged: Part II2012,Atlas Shrugged: Part I2011,tt0480239,movie,Atlas Shrugged: Part I,Atlas Shrugged: Part I,0,2011,\N,97,"Drama,Mystery,Sci-Fi",5.6,14429,nm0424035,"nm0642837,nm2244438,nm0709446",Paul Johansson,1964,\N,"actor,director,writer","tt0368530,tt1300851,tt0480239,tt0251160",Atlas Shrugged: Part I2011
"6,363",2012-10-12,Middle of Nowhere,"$200,000","$236,806","$236,806",2012,Middle of Nowhere2012,Middle of Nowhere2012,tt1211890,movie,Middle of Nowhere,Middle of Nowhere,0,2012,\N,101,Drama,6.6,1994,nm1148550,nm1148550,Ava DuVernay,1972,\N,"writer,producer,miscellaneous","tt1020072,tt4419214,tt7137906,tt1211890",Middle of Nowhere2012
349,2016-10-12,Trolls,"$125,000,000.00","$153,856,089.00","$342,831,709.00",2016,Trolls2016,The Trolls2016,tt5245942,movie,The Trolls,The Trolls,0,2016,\N,97,Comedy,5.2,24,nm1954634,"nm7767729,nm5793407,nm6048814,nm1954634,nm3271956",Phillip Lybrand,1984,\N,"editor,producer,director","tt7206942,tt1015984,tt1666593,tt2585078",The Trolls2016
"2,599",2018-10-12,Beautiful Boy,"$25,000,000","$7,634,767","$17,326,032",2018,Beautiful Boy2018,Beautiful Boy2018,tt1226837,movie,Beautiful Boy,Beautiful Boy,0,2018,\N,120,"Biography,Drama",7.4,105792,nm0886976,"nm1729294,nm0886976,nm2997310,nm2996954",Felix van Groeningen,1977,\N,"director,writer,assistant_director","tt1226837,tt2024519,tt14641542,tt1075110",Beautiful Boy2018
"3,027",2018-10-12,Suspiria,"$20,000,000","$2,483,472","$8,075,343",2018,Suspiria2018,Suspiria2018,tt1034415,movie,Suspiria,Suspiria,0,2018,\N,152,"Drama,Fantasy,Horror",6.7,96388,nm0345174,"nm0000783,nm0630453,nm1738734",Luca Guadagnino,1971,\N,"director,producer,writer","tt5726616,tt1034415,tt10168670,tt16426418",Suspiria2018
"5,512",2018-10-12,The Kindergarten Teacher,"$2,400,000",$0,"$552,188",2018,The Kindergarten Teacher2018,The Kindergarten Teacher2018,tt6952960,movie,The Kindergarten Teacher,The Kindergarten Teacher,0,2018,\N,96,"Drama,Thriller",6.7,18080,nm2528690,"nm2528690,nm2028715",Sara Colangelo,\N,\N,"director,writer,camera_department","tt6952960,tt3125220,tt1540446,tt0997204",The Kindergarten Teacher2018
"2,846",2022-10-12,Halloween Ends,"$20,000,000","$64,079,860","$105,400,796",2022,Halloween Ends2022,Halloween Ends2022,tt10665342,movie,Halloween Ends,Halloween Ends,0,2022,\N,111,"Drama,Horror,Mystery",5.0,75465,nm0337773,"nm0000118,nm0384185,nm5147161,nm1721369,nm1144419,nm0337773",David Gordon Green,1975,\N,"producer,director,writer","tt10665338,tt1502407,tt2195548,tt2382396",Halloween Ends2022
527,2023-10-12,Trolls Band Together,"$95,000,000.00","$102,996,915.00","$209,673,929.00",2023,Trolls Band Together2023,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,690",1989-10-13,Halloween 5: The Revenge of Michael Myers,"$6,000,000","$11,642,254","$11,642,254",1989,Halloween 5: The Revenge of Michael Myers1989,Halloween 5: The Revenge of Michael Myers1989,tt0097474,movie,Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,0,1989,\N,96,"Horror,Thriller",4.9,48470,nm0652860,"nm0000118,nm0384185,nm4302073,nm0652860,nm0084537",Dominique Othenin-Girard,1958,\N,"director,writer,assistant_director","tt0097474,tt0088679,tt10665338,tt16884490",Halloween 5: The Revenge of Michael Myers1989
"3,805",1993-10-13,Rudy,"$12,000,000","$22,750,363","$22,750,363",1993,Rudy1993,Rudy1993,tt0108002,movie,Rudy,Rudy,0,1993,\N,114,"Biography,Drama,Sport",7.5,70318,nm0000770,nm0686233,David Anspaugh,1946,\N,"producer,director","tt0091217,tt0081873,tt0108002,tt4196848",Rudy1993
"1,388",1995-10-13,The Scarlet Letter,"$50,000,000","$10,359,006","$10,359,006",1995,The Scarlet Letter1995,The Scarlet Letter1995,tt0114345,movie,The Scarlet Letter,The Scarlet Letter,0,1995,\N,135,"Drama,Romance",5.3,16553,nm0423646,"nm0370426,nm0829343",Roland Joffé,1945,\N,"producer,director,writer","tt0091530,tt0087553,tt6802798,tt0114345",The Scarlet Letter1995
"1,390",1995-10-13,Jade,"$50,000,000","$9,812,870","$9,812,870",1995,Jade1995,Jade1995,tt0113451,movie,Jade,Jade,0,1995,\N,95,"Crime,Drama,Thriller",5.3,14587,nm0001243,nm0000390,William Friedkin,1935,2023,"director,writer,producer","tt0090180,tt0067116,tt0070047,tt0080569",Jade1995
"2,361",2000-10-13,Lost Souls,"$28,000,000","$16,779,636","$31,320,293",2000,Lost Souls2000,Lost Souls2000,tt0160484,movie,Lost Souls,Lost Souls,0,2000,\N,97,"Drama,Horror,Thriller",4.8,11483,nm0001405,"nm0307070,nm0821439",Janusz Kaminski,1959,\N,"cinematographer,camera_department,director","tt1568911,tt3581652,tt0181689,tt0108052",Lost Souls2000
"2,762",2000-10-13,The Little Vampire,"$22,000,000","$13,555,988","$13,560,782",2000,The Little Vampire2000,The Little Vampire2000,tt0192255,movie,The Little Vampire,The Little Vampire,0,2000,\N,95,"Adventure,Comedy,Family",5.7,11822,nm0248942,"nm0814008,nm0456732,nm0933733",Uli Edel,1947,\N,"director,writer,producer","tt0765432,tt0082176,tt2293522,tt0097714",The Little Vampire2000
"3,932",2000-10-13,The Ladies Man,"$11,000,000","$13,592,872","$13,719,474",2000,The Ladies Man2000,The Ladies Man2000,tt0213790,movie,The Ladies Man,The Ladies Man,0,2000,\N,84,Comedy,5.2,13960,nm0399737,"nm0005218,nm0574005,nm0824482",Reginald Hudlin,1961,\N,"producer,director,writer","tt5301662,tt1853728,tt0109487,tt0099800",The Ladies Man2000
"4,274",2000-10-13,The Contender,"$9,000,000","$17,804,273","$17,804,273",2000,The Contender2000,The Contender2000,tt0208874,movie,The Contender,The Contender,0,2000,\N,126,"Drama,Thriller",6.9,25266,nm0527109,nm0527109,Rod Lurie,1962,\N,"producer,writer,director","tt3833480,tt1073241,tt0208874,tt0999913",The Contender2000
"4,851",2000-10-13,Billy Elliot,"$5,000,000","$21,995,263","$109,252,972",2000,Billy Elliot2000,Billy Elliot2000,tt0249462,movie,Billy Elliot,Billy Elliot,0,2000,\N,110,"Drama,Music",7.7,145742,nm0197636,nm0355822,Stephen Daldry,1960,\N,"producer,director,miscellaneous","tt0976051,tt0274558,tt0249462,tt0477302",Billy Elliot2000
"5,389",2000-10-13,Just Looking,"$3,000,000","$39,852","$39,852",2000,Just Looking2000,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"2,607",2005-10-13,The World's Fastest Indian,"$25,000,000","$5,128,124","$18,991,288",2005,The World's Fastest Indian2005,The World's Fastest Indian2005,tt0412080,movie,The World's Fastest Indian,The World's Fastest Indian,0,2005,\N,127,"Biography,Drama,Sport",7.8,60230,nm0002044,nm0002044,Roger Donaldson,1945,\N,"director,producer,writer","tt0412080,tt0093640,tt0114508,tt0086993",The World's Fastest Indian2005
"6,245",2005-10-13,The Dark Hours,"$400,000",$423,$423,2005,The Dark Hours2005,The Dark Hours2005,tt0402249,movie,The Dark Hours,The Dark Hours,0,2005,\N,80,"Horror,Thriller",6.0,5632,nm0289186,nm1289015,Paul Fox,\N,\N,"director,assistant_director,producer","tt3526078,tt0402249,tt5421602,tt0461946",The Dark Hours2005
"1,768",2006-10-13,Alex Rider: Operation Stormbreaker,"$40,000,000","$659,210","$20,722,450",2006,Alex Rider: Operation Stormbreaker2006,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"2,878",2006-10-13,The Grudge 2,"$20,000,000","$39,143,839","$70,743,839",2006,The Grudge 22006,The Grudge 22006,tt0433386,movie,The Grudge 2,The Grudge 2,0,2006,\N,102,"Horror,Thriller",5.0,52016,nm1234345,"nm0839812,nm1234345",Takashi Shimizu,1972,\N,"director,writer,producer","tt0364385,tt0391198,tt0367913,tt0433386",The Grudge 22006
"2,883",2006-10-13,Man of the Year,"$20,000,000","$37,442,180","$41,342,180",2006,Man of the Year2006,Man of the Year2006,tt0483726,movie,Man of the Year,Man of the Year,0,2006,\N,115,"Comedy,Drama,Romance",6.2,35650,nm0001469,nm0001469,Barry Levinson,1942,\N,"producer,writer,director","tt0095953,tt0101516,tt0120885,tt1933667",Man of the Year2006
"2,969",2006-10-13,One Night with the King,"$20,000,000","$13,395,961","$13,725,032",2006,One Night with the King2006,One Night with the King2006,tt0430431,movie,One Night with the King,One Night with the King,0,2006,\N,123,"Biography,Drama,History",6.0,7929,nm0756935,"nm0088478,nm1706576,nm1751953",Michael O. Sajbel,\N,\N,"director,writer,visual_effects","tt5637736,tt0482629,tt0430431,tt0127247",One Night with the King2006
"3,469",2006-10-13,The Marine,"$15,000,000","$18,844,784","$22,165,608",2006,The Marine2006,The Marine2006,tt0419946,movie,The Marine,The Marine,0,2006,\N,92,"Action,Comedy,Drama",4.8,36301,nm1669022,"nm1511698,nm0568416",John Bonito,\N,\N,"director,miscellaneous,archive_footage","tt0419946,tt7222364,tt6436260,tt1321861",The Marine2006
"3,723",2006-10-13,Infamous,"$13,000,000","$1,151,330","$2,613,717",2006,Infamous2006,Infamous2006,tt0420609,movie,Infamous,Infamous,0,2006,\N,110,"Biography,Crime,Drama",7.0,18386,nm0569790,"nm0569790,nm0687321",Douglas McGrath,1958,2022,"writer,actor,director","tt0116191,tt0109348,tt0147612,tt0465538",Infamous2006
"5,008",2006-10-13,Driving Lessons,"$4,700,000","$239,962","$239,962",2006,Driving Lessons2006,Driving Lessons2006,tt0446687,movie,Driving Lessons,Driving Lessons,0,2006,\N,98,"Comedy,Drama",6.6,11091,nm0110591,nm0110591,Jeremy Brock,1959,\N,"writer,producer,director","tt0455590,tt1894476,tt0446687,tt0119280",Driving Lessons2006
"5,500",2015-10-13,8 Days,"$2,500,000",$0,$0,2015,8 Days2015,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"5,659",2015-10-13,Lucky Dog,"$2,000,000",$0,$0,2015,Lucky Dog2015,Lucky Dog2015,tt3149360,movie,Lucky Dog,Lucky Dog,0,2015,\N,88,Family,5.4,149,nm0006395,nm0006395,Michael Feifer,1968,\N,"producer,director,writer","tt1470171,tt5210380,tt2024354,tt1533087",Lucky Dog2015
502,2017-10-13,Geostorm,"$100,000,000.00","$33,700,160.00","$220,796,009.00",2017,Geostorm2017,Geostorm2017,tt1981128,movie,Geostorm,Geostorm,0,2017,\N,109,"Action,Sci-Fi,Thriller",5.3,122189,nm0002041,"nm0002041,nm0349935",Dean Devlin,1962,\N,"producer,writer,actor","tt0116629,tt0120685,tt1628841,tt0111282",Geostorm2017
"3,836",2017-10-13,Marshall,"$12,000,000","$10,051,659","$10,116,816",2017,Marshall2017,Marshall2017,tt5301662,movie,Marshall,Marshall,0,2017,\N,118,"Biography,Crime,Drama",7.3,27189,nm0399737,"nm7817658,nm1105617",Reginald Hudlin,1961,\N,"producer,director,writer","tt5301662,tt1853728,tt0109487,tt0099800",Marshall2017
"5,149",2017-10-13,Sweet Country,"$4,000,000","$85,556","$2,291,545",2017,Sweet Country2017,Sweet Country2017,tt6958212,movie,Sweet Country,Sweet Country,0,2017,\N,113,"Adventure,Crime,Drama",6.9,9498,nm0861610,"nm1639800,nm2341237",Warwick Thornton,1970,\N,"cinematographer,director,writer","tt1340123,tt6958212,tt18180926,tt0436369",Sweet Country2017
512,2021-10-13,The Last Duel,"$100,000,000.00","$10,853,945.00","$30,080,003.00",2021,The Last Duel2021,The Last Duel2021,tt4244994,movie,The Last Duel,The Last Duel,0,2021,\N,152,"Action,Drama,History",7.3,188158,nm0000631,"nm0392237,nm0000255,nm0000354,nm2479100",Ridley Scott,1937,\N,"producer,director,production_designer","tt3659388,tt0083658,tt0103074,tt2193215",The Last Duel2021
"4,292",1988-10-14,Madame Sousatzka,"$9,000,000","$3,548,238","$3,548,238",1988,Madame Sousatzka1988,Madame Sousatzka1988,tt0095564,movie,Madame Sousatzka,Madame Sousatzka,0,1988,\N,122,"Drama,Music",6.6,1672,nm0772259,"nm0747885,nm0695609,nm0772259,nm0604948,nm0905593",John Schlesinger,1926,2003,"actor,director,assistant_director","tt0064665,tt0059084,tt0074860,tt0080157",Madame Sousatzka1988
"4,391",1994-10-14,Wes Craven's New Nightmare,"$8,000,000","$18,090,181","$18,090,181",1994,Wes Craven's New Nightmare1994,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,929",1994-10-14,Heavenly Creatures,"$5,000,000","$3,046,086","$5,438,120",1994,Heavenly Creatures1994,Heavenly Creatures1994,tt0110005,movie,Heavenly Creatures,Heavenly Creatures,0,1994,\N,99,"Biography,Crime,Drama",7.3,68227,nm0001392,"nm0909638,nm0001392",Peter Jackson,1961,\N,"producer,director,writer","tt0120737,tt0092610,tt0167260,tt0167261",Heavenly Creatures1994
"6,101",1994-10-14,Hoop Dreams,"$700,000","$7,768,371","$11,768,371",1994,Hoop Dreams1994,Hoop Dreams1994,tt0110057,movie,Hoop Dreams,Hoop Dreams,0,1994,\N,170,"Documentary,Drama,Sport",8.3,28395,nm0416945,\N,Steve James,1955,\N,"director,producer,editor","tt0110057,tt0334416,tt1319744,tt5952382",Hoop Dreams1994
"1,237",2005-10-14,Elizabethtown,"$54,000,000","$26,850,426","$50,719,373",2005,Elizabethtown2005,Elizabethtown2005,tt0368709,movie,Elizabethtown,Elizabethtown,0,2005,\N,123,"Comedy,Drama,Romance",6.3,73407,nm0001081,nm0001081,Cameron Crowe,1957,\N,"writer,producer,director","tt0181875,tt0116695,tt0259711,tt0105415",Elizabethtown2005
"1,389",2005-10-14,Domino,"$50,000,000","$10,169,202","$23,574,057",2005,Domino2005,Domino2005,tt0421054,movie,Domino,Domino,0,2005,\N,127,"Action,Biography,Crime",5.9,69930,nm0001716,"nm0446819,nm0052964",Tony Scott,1944,2012,"producer,director,actor","tt0421054,tt0477080,tt0092099,tt0108399",Domino2005
"2,623",2005-10-14,Where the Truth Lies,"$25,000,000","$872,142","$1,415,656",2005,Where the Truth Lies2005,Where the Truth Lies2005,tt0373450,movie,Where the Truth Lies,Where the Truth Lies,0,2005,\N,107,"Crime,Mystery,Thriller",6.4,18932,nm0000382,"nm0000382,nm0392035",Atom Egoyan,1960,\N,"director,writer,producer","tt0120255,tt0273435,tt1352824,tt2326612",Where the Truth Lies2005
"3,150",2005-10-14,The Fog,"$18,000,000","$29,511,112","$37,048,526",2005,The Fog2005,The Fog2005,tt0432291,movie,The Fog,The Fog,0,2005,\N,100,"Horror,Mystery",3.7,39816,nm0906548,"nm0493548,nm0000118,nm0384185",Rupert Wainwright,1962,\N,"director,writer,producer","tt0432291,tt0145531,tt0109287",The Fog2005
"5,650",2008-10-14,No Man's Land: The Rise of Reeker,"$2,000,000",$0,$0,2008,No Man's Land: The Rise of Reeker2008,No Man's Land: The Rise of Reeker2008,tt1090671,movie,No Man's Land: The Rise of Reeker,No Man's Land: The Rise of Reeker,0,2008,\N,88,"Horror,Thriller",4.8,3612,nm0668292,nm0668292,Dave Payne,\N,\N,"director,writer,music_department","tt0393635,tt0265252,tt1090671,tt0112320",No Man's Land: The Rise of Reeker2008
"1,592",2011-10-14,The Big Year,"$41,000,000","$7,204,138","$7,684,524",2011,The Big Year2011,The Big Year2011,tt1053810,movie,The Big Year,The Big Year,0,2011,\N,100,Comedy,6.2,48662,nm0291205,"nm0291442,nm2696996",David Frankel,1959,\N,"director,producer,production_manager","tt0458352,tt1196956,tt0185906,tt0096566",The Big Year2011
"1,819",2011-10-14,The Thing,"$38,000,000","$16,999,934","$27,573,078",2011,The Thing2011,The Thing2011,tt0905372,movie,The Thing,The Thing,0,2011,\N,103,"Horror,Mystery,Sci-Fi",6.2,148022,nm0374048,"nm2104063,nm0132168",Matthijs van Heijningen Jr.,\N,\N,"director,producer,writer","tt10521092,tt0905372,tt10540338,tt0117453",The Thing2011
"2,006",2011-10-14,Trespass,"$35,000,000","$16,816","$786,532",2011,Trespass2011,Trespass2011,tt1674784,movie,Trespass,Trespass,0,2011,\N,91,"Crime,Drama,Mystery",5.3,46089,nm0001708,nm2244980,Joel Schumacher,1939,2020,"director,writer,producer","tt0293508,tt0118688,tt0134273,tt0183649",Trespass2011
"2,651",2011-10-14,Footloose,"$24,000,000","$51,802,742","$62,989,834",2011,Footloose2011,Footloose2011,tt1068242,movie,Footloose,Footloose,0,2011,\N,113,"Comedy,Drama,Music",5.8,53525,nm0108132,"nm0685673,nm0108132",Craig Brewer,1971,\N,"producer,director,writer","tt0410097,tt0259516,tt0918940,tt0462200",Footloose2011
"3,946",2011-10-14,La piel que habito,"$11,000,000","$3,185,193","$38,156,027",2011,La piel que habito2011,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,444",2011-10-14,Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",2011,Fireflies in the Garden2011,Fireflies in the Garden2008,tt0961108,movie,Fireflies in the Garden,Fireflies in the Garden,0,2008,\N,99,Drama,6.4,13758,nm1433720,nm1433720,Dennis Lee,\N,\N,"writer,director,producer","tt0383434,tt4781612,tt1393742,tt0961108",Fireflies in the Garden2008
"1,137",2015-10-14,Goosebumps,"$58,000,000","$80,069,458","$158,952,243",2015,Goosebumps2015,Goosebumps2015,tt1051904,movie,Goosebumps,Goosebumps,0,2015,\N,103,"Adventure,Comedy,Fantasy",6.3,97107,nm1224299,"nm0501359,nm0018735,nm0438989,nm0830419",Rob Letterman,\N,\N,"writer,director,producer","tt0892782,tt17720272,tt0307453,tt5884052",Goosebumps2015
"1,215",2015-10-14,Crimson Peak,"$55,000,000","$31,090,320","$74,966,854",2015,Crimson Peak2015,Crimson Peak2015,tt2554274,movie,Crimson Peak,Crimson Peak,0,2015,\N,119,"Drama,Horror,Mystery",6.5,160971,nm0868219,"nm0868219,nm0730422",Guillermo del Toro,1964,\N,"writer,producer,director","tt0457430,tt0167190,tt1488589,tt5580390",Crimson Peak2015
"1,630",2015-10-14,Bridge of Spies,"$40,000,000","$72,313,754","$162,498,338",2015,Bridge of Spies2015,Bridge of Spies2015,tt3682448,movie,Bridge of Spies,Bridge of Spies,0,2015,\N,142,"Drama,History,Thriller",7.6,331625,nm0000229,"nm4131020,nm0001053,nm0001054",Steven Spielberg,1946,\N,"producer,writer,director","tt0108052,tt0083866,tt0120815,tt0082971",Bridge of Spies2015
"4,046",2016-10-14,Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043",2016,Kevin Hart: What Now?2016,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,135",2016-10-14,Max Steel,"$10,000,000","$3,818,664","$4,563,080",2016,Max Steel2016,Max Steel2016,tt1472584,movie,Max Steel,Max Steel,0,2016,\N,92,"Action,Adventure,Fantasy",4.6,20844,nm0376664,nm1236653,Stewart Hendler,\N,\N,"director,producer,visual_effects","tt1730523,tt0298095,tt1232783,tt3918978",Max Steel2016
"2,830",2021-10-14,Halloween Kills,"$20,000,000","$92,002,155","$130,851,162",2021,Halloween Kills2021,Halloween Kills2021,tt10665338,movie,Halloween Kills,Halloween Kills,0,2021,\N,105,"Action,Drama,Horror",5.5,101376,nm0337773,"nm0000118,nm0384185,nm1802374,nm1144419,nm0337773",David Gordon Green,1975,\N,"producer,director,writer","tt10665338,tt1502407,tt2195548,tt2382396",Halloween Kills2021
